# 34340	t２１２／大会／正々堂々／勝ち	

256573	?	ガールズショーが始まった	The girls' show has begun.
256574	+	アナウンサー　適当に誰か　何故かオーロラでも良し	Announcer: Someone random, for some reason Aurora is fine too.
256575	+	背景は天井とかでごまかして、専用ないです	The background is faked with a ceiling or such; there is no dedicated one.
256576	+	　	
256577	+	調教師ＸＸＸが作り上げた穴奴隷が出る（立ち絵　穴奴隷２）	The hole slave created by trainer XXX appears (standing illustration: hole slave 2).
256578	+	何かすごい所を見せる	She shows something amazing.
256579	+	次にチルディ（立ち絵　チルディ／調教衣装）	Next is Tilde (standing illustration: Tilde / training outfit).
256580	+	つたないががんばる、恥ずかしがりながらがんばる	She's clumsy but tries her best, working hard while embarrassed.
256581	+	たくさんに見られているという事で我を忘れてしまう	She loses herself because she is being watched by many.
256582	+	何か事故的な事があり、それが観客に大受け	Something accidental happens, and it becomes a big hit with the audience.
256583	+	観客は全て魔物兵、魔物将軍、ヨシフはいません。	All the audience are monster soldiers and Monster Generals; Joseph is not present.
256584	+	優勝は・・投票結果、チルディ	The winner... by voting results, is Tilde.
256585	+	やったぜ	We did it.
